no_demande,id_permis,date_debut,date_emission,emplacement,arrondissement,code_type_base_demande,description_type_demande,description_type_batiment,description_categorie_batiment,nature_travaux,nb_logements,longitude,latitude,loc_x,loc_y,annee,nature_travaux_clean
3001327886,3000673217,2017-08-04,2017-10-23,10131  avenue Saint-Charles,Ahuntsic - Cartierville,TR,Transformation,Résidentiel,1 Logement,"À l'arrière, démolir la véranda et agrandir la cuisine, refaire la fondation de l'entrée de cave, enlever l'escalier menant au 2e étage, installer un GC au 2e étage pour faire une juliette. Enlever et faire annuler le 2e logement au grenier.",-1.0,-73.65681669116523,45.55719084476618,292557.15,5046376.3,2017,"à l'arrière, démolir la véranda et agrandir la cuisine, refaire la fondation de l'entrée de cave, enlever l'escalier menant au 2e étage, installer un gc au 2e étage pour faire une juliette. enlever et faire annuler le 2e logement au grenier."
3001328943,3000658935,2017-08-09,2017-08-10,  714  avenue Laporte,Le Sud-Ouest,TR,Transformation,Résidentiel,3 Logements,"Sur les murs latéral et arrière, réfection de la brique. La nouvelle brique sera de la champlain de format métrique ou québec.",0.0,-73.58484977267122,45.479547793470566,298166.57,5037739.3,2017,"sur les murs latéral et arrière, réfection de la brique. la nouvelle brique sera de la champlain de format métrique ou québec."
3001329468,3000659082,2017-08-10,2017-08-11, 3175  rue Curatteau,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Résidentiel,1 Logement,AJOUTER 1 CASE DE STATIONNEMENT FACE À LA RUE CURATTEAU TEL QUE PLAN,0.0,-73.53386794648715,45.59359221289989,302157.6,5050410.24,2017,ajouter 1 case de stationnement face à la rue curatteau tel que plan
3001328090,3000658198,2017-08-07,2017-08-07, 5989  avenue Durocher,Outremont,TR,Transformation,Résidentiel,Triplex,RÉFECTION DE LA MEMBRANE D'ÉTANCHÉITÉ DU BÂTIMENT PRINCIPALE. NOUVELLE MEMBRANE ÉLASTOMÈRE DE COULEUR BLANCHE. TEL QUE DOCUMENT DÉPOSÉ.,0.0,-73.60828140985957,45.52318770442375,296341.26,5042591.23,2017,réfection de la membrane d'étanchéité du bâtiment principale. nouvelle membrane élastomère de couleur blanche. tel que document déposé.
3001328271,3000659120,2017-08-07,2017-08-11,   50  chemin Bates,Outremont,TR,Transformation,Résidentiel,Multifamilial,"Unité E-102, rénovation de la salle de bains: Dégarnissage et remplacement des appareils (4). Aucune modification à la configuration existante ou aux divisions intérieures.",0.0,,,,,2017,"unité e-102, rénovation de la salle de bains: dégarnissage et remplacement des appareils (4). aucune modification à la configuration existante ou aux divisions intérieures."
3001322251,3000655253,2017-07-13,2017-07-13, 4663  rue De Brébeuf,Le Plateau-Mont-Royal,TR,Transformation combinée,Résidentiel,2 Logements,Réunir le logement du rez-de-chaussée avec le logement du 2e étage (côté droit) en 1 logement et installer un escalier coummunicant entre les 2 étages. Tels que plans. Aucuns travaux à l'extérieur.,-1.0,-73.58037297136057,45.53059607021188,298522.24,5043411.96,2017,réunir le logement du rez-de-chaussée avec le logement du 2e étage (côté droit) en 1 logement et installer un escalier coummunicant entre les 2 étages. tels que plans. aucuns travaux à l'extérieur.
3001314546,3000654777,2017-06-13,2017-07-11, 6449  23e Avenue,Rosemont - La Petite-Patrie,TR,Transformation,Résidentiel,2 Logements,"TRANSFORMER DUPLEX EN UNIFAMILAL. AU REZ-DE-CHAUSSÉE, RETIRER UN MUR ET AJOUT D'UNE POUTRE.",-1.0,-73.5779146574785,45.56304963763117,298717.75,5047018.38,2017,"transformer duplex en unifamilal. au rez-de-chaussée, retirer un mur et ajout d'une poutre."
3001314863,3000660555,2017-06-13,2017-08-22,   46  rue Jean-Yves,L'Île-Bizard - Sainte-Geneviève,TR,Agrandissement,Résidentiel,1 Logement,"AGRANDISSEMENT:  AJOUT D'UN NOUVEAU REZ-DE-CHAUSSÉE, LE REZ-DE-CHAUSSÉ EXISTANT DEVIENT L'ÉTAGE (LA STRUCTURE DE L'IMMEUBLE SERA CONSERVÉE) ET REFAIRE LES FONDATIONS EN REPECTANT LES MESURES D'IMMUNISATION.",0.0,-73.87926812522738,45.48137185056206,275150.33,5038008.48,2017,"agrandissement:  ajout d'un nouveau rez-de-chaussée, le rez-de-chaussé existant devient l'étage (la structure de l'immeuble sera conservée) et refaire les fondations en repectant les mesures d'immunisation."
3001317013,3000656513,2017-06-21,2017-07-25, 1755  rue Saint-Patrick,Le Sud-Ouest,TR,Transformation,Résidentiel,Mixte,"Rajout d'un deck sur le toit terrasse existant, insatller 6 ecrans en bois",0.0,-73.56486129084743,45.4851257214519,299729.74,5038357.72,2017,"rajout d'un deck sur le toit terrasse existant, insatller 6 ecrans en bois"
3001316602,3000659301,2017-06-20,2017-08-14, 4312  avenue Coloniale,Le Plateau-Mont-Royal,TR,Transformation combinée,Résidentiel,2 Logements,"Démanteler structure du toit existant, construire nouv. structure de toit plat avec drain central, membrane blanche, ajouter 2 puits de lumière. Mur arrière, installer nouv. briques dans partie supérieure suite à rehaussement du mur. Sur mur latéral droit, rempl. briques par nouv. briques d'argile ""Sioux City brick Red Velour, modulaire métrique, tel qu'aux plans approuvés.",0.0,-73.58273867799825,45.51960351128879,298336.2,5042190.54,2017,"démanteler structure du toit existant, construire nouv. structure de toit plat avec drain central, membrane blanche, ajouter 2 puits de lumière. mur arrière, installer nouv. briques dans partie supérieure suite à rehaussement du mur. sur mur latéral droit, rempl. briques par nouv. briques d'argile ""sioux city brick red velour, modulaire métrique, tel qu'aux plans approuvés."
3001321325,3000655327,2017-07-11,2017-07-13, 2037  avenue de l' Église,Le Sud-Ouest,TR,Transformation,Résidentiel,1 Logement,"Dans le bâtiment de droite (2049), ajout d'une division dans le sous sol.",0.0,-73.59179808406776,45.46416537501207,297621.41,5036030.45,2017,"dans le bâtiment de droite (2049), ajout d'une division dans le sous sol."
3001318657,3000653173,2017-06-29,2017-06-29, 4842  rue Cartier,Le Plateau-Mont-Royal,TR,Transformation combinée,Résidentiel,5 à 11 Logements ,"VIDE SANITAIRE, SOUS LES 2 POUTRES LONGITUDIALES, AJOUTER 10 COLONNES ET EMPATTEMENTS + COTE GAUCHE A L'ARRIERE, AJOUTER UNE SECTION DE POUTRES EN ACIER. AUCUNS TRAVAUX EXTERIEURS",0.0,-73.57808495909664,45.5353285959589,298701.46,5043937.72,2017,"vide sanitaire, sous les 2 poutres longitudiales, ajouter 10 colonnes et empattements + cote gauche a l'arriere, ajouter une section de poutres en acier. aucuns travaux exterieurs"
3001348582,3000671896,2017-10-16,2017-10-16,  312  avenue Querbes,Outremont,TR,Transformation,Résidentiel,unifamilial,RÉFECTION DE LA MEMBRANE D'ÉTANCHÉITÉ DU BÂTIMENT PRINCIPAL. NOUVELLE MEMBRANE ÉLASTOMÈRE DE COULEUR BLANCHE.,0.0,-73.60273879733673,45.51944279339119,296773.7,5042174.48,2017,réfection de la membrane d'étanchéité du bâtiment principal. nouvelle membrane élastomère de couleur blanche.
3001346327,3000670316,2017-10-06,2017-10-10, 8438  rue Saint-Denis,Villeray - Saint-Michel - Parc-Extension,TR,Transformation,Résidentiel,3 Logements,"EN COUR ARRIÈRE, RÉFECTION COMPLÈTE DU MUR DE BRIQUE AVEC NOUVELLES BRIQUES",0.0,-73.63479984772276,45.543934845124895,294273.55,5044900.01,2017,"en cour arrière, réfection complète du mur de brique avec nouvelles briques"
3001346331,3000670128,2017-10-06,2017-10-06, 7200  rue Drolet,Villeray - Saint-Michel - Parc-Extension,TR,Transformation,Résidentiel,3 Logements,"EN COUR AVANT, IMPERMÉABILISATION DES FONDATIONS ET INSTALLATION D'UN DRAIS FRANÇAIS RELIÉ À UNE NOUVELLE FOSSE DE RETENUE ET AJOUT D'UNE POMPE",0.0,-73.61604756319056,45.53775589428159,295736.92,5044211.05,2017,"en cour avant, imperméabilisation des fondations et installation d'un drais français relié à une nouvelle fosse de retenue et ajout d'une pompe"
3001343403,3000673504,2017-09-28,2017-10-24, 7320  6e Avenue,Villeray - Saint-Michel - Parc-Extension,TR,Transformation,Résidentiel,1 Logement,RÉAMÉNAGEMENT INTÉRIEUR AFIN D'ENLEVER LE MUR ENTRE LA SALLE À MANGER ET LE SALON ET POSE D'UNE NOUVELLE POUTRE AU REZ-DE-CHAUSSÉE. REMPLACEMENT DE TOUTES LES OUVERTURES ET POSE DE NOUVEAUX GYPSES AVEC ISOLATION. MODIFICATION À LA STRUCTURE DU TOIT À L'ARRIÈRE ET NOUVELLES OUVERTURES.,0.0,-73.60287946744018,45.557132220058016,296768.08,5046362.97,2017,réaménagement intérieur afin d'enlever le mur entre la salle à manger et le salon et pose d'une nouvelle poutre au rez-de-chaussée. remplacement de toutes les ouvertures et pose de nouveaux gypses avec isolation. modification à la structure du toit à l'arrière et nouvelles ouvertures.
3001336528,3000664354,2017-09-07,2017-09-13, 5320  avenue Belmore,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Résidentiel,3 Logements,AJOUTER UN LOGEMENT AU SOUS-SOL ( NOUVELLE ADRESSE 5324 ). RÉAMÉNAGEMENT COMPLET DU LOGEMENT AU SOUS-SOL,1.0,-73.651231807812,45.46414820568325,292973.7,5036035.57,2017,ajouter un logement au sous-sol ( nouvelle adresse 5324 ). réaménagement complet du logement au sous-sol
3001352721,3000675077,2017-10-31,2017-10-31,  505  avenue Davaar,Outremont,TR,Transformation,Résidentiel,unifamilial,TRAVAUX INTÉRIEURS : AU 2ÈME ÉTAGE : RÉAMÉNAGEMENT INTÉRIEUR DE LA SALLE DE BAIN ET D'UN WALK-IN. INSTALLATION D'UN PLANCHER CHAUFFANT DANS LA SALLE DE BAIN.  INSTALLATION D'UN GARDE-ROBE DANS LA CHAMBRE. AUCUNE MODIFICATION À L'APPARENCE EXTÉRIEURE DU BÂTIMENT. LE TOUT SELON DOCUMENTS DÉPOSÉS.,0.0,-73.61062649954316,45.5144846722318,296156.73,5041624.3,2017,travaux intérieurs : au 2ème étage : réaménagement intérieur de la salle de bain et d'un walk-in. installation d'un plancher chauffant dans la salle de bain.  installation d'un garde-robe dans la chambre. aucune modification à l'apparence extérieure du bâtiment. le tout selon documents déposés.
3001358039,3000721454,2017-11-14,2018-06-05, 2250  avenue Prud'homme,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Résidentiel,2 Logements,Transformer le bâtiment de 7 logements en 2 logements à la suite de travaux de subdivision en logement sans permis.  Consolider la structure. Pas de travaux extérieurs.,0.0,-73.60928115702364,45.47325836179044,296255.61,5037042.66,2018,transformer le bâtiment de 7 logements en 2 logements à la suite de travaux de subdivision en logement sans permis.  consolider la structure. pas de travaux extérieurs.
3001358120,3000687754,2017-11-14,2017-12-19, 5255  avenue de Mayfair,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Résidentiel,1 Logement,Réaménager une partie du 2e étage pour ajouter une 2e salle de bain.  Pas de travaux extérieurs,0.0,-73.64858372372282,45.46524630618844,293181.0,5036157.22,2017,réaménager une partie du 2e étage pour ajouter une 2e salle de bain.  pas de travaux extérieurs
3001350805,3000673473,2017-10-24,2017-10-24,  238  chemin de la Côte-Sainte-Catherine,Outremont,TR,Transformation,Résidentiel,unifamilial,AU 2e ÉTAGE: RÉNOVATION DES SALLES DE BAINS (PRINCIPALE ET CH. DES MAÎTRES). REMPLACEMENT DES APPAREILS SANITAIRES (MÊMES EMPLACEMENTS). AUCUNE MODIFICATION AUX DIVISIONS INTÉRIEURES. TEL QUE DOCUMENTS DÉPOSÉS.,0.0,-73.5993641055208,45.51558051499472,297036.81,5041744.93,2017,au 2e étage: rénovation des salles de bains (principale et ch. des maîtres). remplacement des appareils sanitaires (mêmes emplacements). aucune modification aux divisions intérieures. tel que documents déposés.
3001327199,3000658403,2017-08-02,2017-08-08, 8525  rue Drolet,Villeray - Saint-Michel - Parc-Extension,TR,Transformation,Résidentiel,3 Logements,RÉAMÉNAGEMENT INTÉRIEUR DU 8529 INCLUANT DES TRAVAUX DE STRUCTURE (AUCUN TRAVAUX EXTÉRIEUR),0.0,-73.63617857122755,45.54399499122658,294165.9,5044906.88,2017,réaménagement intérieur du 8529 incluant des travaux de structure (aucun travaux extérieur)
3001324969,3000664070,2017-07-24,2017-09-12, 4954  avenue Dornal,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Résidentiel,2 Logements,"AU SOUS-SOL, AMÉNAGER UN LOGEMENT ET AJOUTER UN NUMÉRO CIVIQUE (4952). AUCUN TRAVAUX EXTÉRIEUR.",1.0,-73.62750412393156,45.4866008733757,294833.16,5038527.52,2017,"au sous-sol, aménager un logement et ajouter un numéro civique (4952). aucun travaux extérieur."
3001325003,3000668215,2017-07-24,2017-09-29, 5898  avenue McLynn,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Résidentiel,2 Logements,"AU SOUS-SOL, REMPLACER LA DALLE ET RÉAMÉMAGER LES ESPACES, AJOUTER 2 CHAMBRES ET UNE SALLE DE BAIN.",0.0,-73.64272200539591,45.48687501125977,293643.65,5038559.98,2017,"au sous-sol, remplacer la dalle et réamémager les espaces, ajouter 2 chambres et une salle de bain."
3001271326,3000658171,2017-01-09,2017-08-07, 7935  rue Saint-Denis,Villeray - Saint-Michel - Parc-Extension,TR,Transformation,Résidentiel,12 Logements +,"EN COUR LATÉRALE CÔTÉ EST, SUITE À L'ENLÈVEMENT D'UN ANCIEN RÉSERVOIR D'HUILE, EXCAVER AFIN DE DÉCONTAMINER LE SOL. AU S-SOL, DÉMOLIR ET RECONSTRUIRE UNE PARTIE DE LA DALLE. DÉMOLIR ET RECONSTRUIRE CERTAINS MURS DU LOCAL TECHNIQUE ET DU LOGEMENT #9, SANS EN MODIFIER LA CONFIGURATION. REMPLACER LA FOURNAISE PAR UNE AU GAZ EN RÉUTILISANT LES SORTIES DE MÉCANIQUE EXISTANTES.",0.0,-73.62659002374934,45.54209194951607,294914.33,5044694.17,2017,"en cour latérale côté est, suite à l'enlèvement d'un ancien réservoir d'huile, excaver afin de décontaminer le sol. au s-sol, démolir et reconstruire une partie de la dalle. démolir et reconstruire certains murs du local technique et du logement #9, sans en modifier la configuration. remplacer la fournaise par une au gaz en réutilisant les sorties de mécanique existantes."
3001330643,3000661610,2017-08-15,2017-08-28, 4610  avenue Trenholme,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Résidentiel,1 Logement,"Au sous-sol, ajouter une salle de bain. aucun travaux extérieur.",0.0,-73.64585034565569,45.45593660176199,293392.87,5035122.24,2017,"au sous-sol, ajouter une salle de bain. aucun travaux extérieur."
3001328914,3000714219,2017-08-09,2018-04-06, 5775  rue De Jumonville,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Résidentiel,4 Logements,AMÉNAGER UN LOGEMENT AU SOUS-SOL TEL QUE PLAN D'ARCHITECTE + AJOUTER LE NUMERO CIVIQUE 5773.,1.0,-73.55178122025187,45.57548379733812,300758.7,5048398.57,2018,aménager un logement au sous-sol tel que plan d'architecte + ajouter le numero civique 5773.
3001328682,3000659653,2017-08-08,2017-08-16,  428  rue Taillon,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Résidentiel,3 Logements,"DÉMOLITION ET RECONSTRUCTION (SANS CHANGEMENT) DU LOGEMENT AU SOUS-SOL POUR LE DÉCONTAMINER, SUITE À UN PROBLÈME DE MOISISSURE.",0.0,-73.5117696810354,45.60472479338864,303881.9,5051646.94,2017,"démolition et reconstruction (sans changement) du logement au sous-sol pour le décontaminer, suite à un problème de moisissure."
3001324580,3000707353,2017-07-21,2018-03-05,  239  rue du Saint-Sacrement,Ville-Marie,TR,Travaux d'agrandissement,Résidentiel,5 à 11 Logements ,"Construire sur le toit arrière, un agrandissement en aire de plancher du 3ième étage du bâtiment tel que plans approuvés.",0.0,-73.55690355396219,45.5026215608185,300353.18,5040301.57,2018,"construire sur le toit arrière, un agrandissement en aire de plancher du 3ième étage du bâtiment tel que plans approuvés."
3001321522,3000657196,2017-07-11,2017-07-31,  288  rue Delinelle,Le Sud-Ouest,TR,Transformation,Résidentiel,2 Logements,"En arrière ,retrait d'une rallonge abritant les salles d'eau,installer un mur,pour obturer l'ouverture.À l'intérieur du logement à l' étage , aménagement d'une nouvelle salle d'eau.Pas de travaux de structure.",0.0,-73.58712303480631,45.47243437001824,297987.99,5036948.98,2017,"en arrière ,retrait d'une rallonge abritant les salles d'eau,installer un mur,pour obturer l'ouverture.à l'intérieur du logement à l' étage , aménagement d'une nouvelle salle d'eau.pas de travaux de structure."
3001323929,3000679775,2017-07-19,2017-11-20, 6219  rue Chabot,Rosemont - La Petite-Patrie,TR,Transformation,Résidentiel,1 Logement,AJOUTER UN 2E ÉTAGE AU BÂTIMENT EXISTANT TEL QUE PLANS SOUMIS.,0.0,-73.59247695314073,45.54308176366451,297578.42,5044800.53,2017,ajouter un 2e étage au bâtiment existant tel que plans soumis.
3001318380,3000654016,2017-06-28,2017-07-06, 1447  rue Théodore,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Résidentiel,1 Logement,"CONVERTIR UN DUPLEX EN UNIFAMILIAL EN CRÉANT 1 ESCALIER INTÉRIEUR MENANT DU RDC À L'ÉTAGE, TEL QUE PLAN. RETRAIT DU NUMÉRO CIVIQUE 1449. AUCUN TRAVAUX EXTÉRIEUR.",-1.0,-73.53156421992033,45.556468231488765,302335.72,5046284.51,2017,"convertir un duplex en unifamilial en créant 1 escalier intérieur menant du rdc à l'étage, tel que plan. retrait du numéro civique 1449. aucun travaux extérieur."
3001318410,3000653069,2017-06-28,2017-06-28,  601  rue Du Quesne,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Résidentiel,3 Logements,SUITE À L'AVIS #3001306694. REMPLACER LE GARDE-CORPS DE L'ESCALIER INTÉRIEUR MENANT DU RDC AU SOUS-SOL. REFAIRE LE PLAFOND DE LA SALLE DE BAIN DU SOUS-SOL ET AJOUTER GYPSE À L'ESCALIER COMMUN POUR RÉSISTANCE AU FEU CONFORME.,0.0,-73.52310403456161,45.56995334728116,302996.65,5047782.91,2017,suite à l'avis #3001306694. remplacer le garde-corps de l'escalier intérieur menant du rdc au sous-sol. refaire le plafond de la salle de bain du sous-sol et ajouter gypse à l'escalier commun pour résistance au feu conforme.
3001315986,3000651750,2017-06-19,2017-06-19, 4421  rue de Bordeaux,Le Plateau-Mont-Royal,TR,Transformation combinée,Résidentiel,4 Logements,"À l'intérieur au 3e, remplacer dans le logement les enduits par du gyspe, les cabinets de cuisine et les appareils dans la salle de bain.  Aucune modification à la configuration des pièces et aucun travaux de structure.",0.0,-73.57179120557448,45.53421475294029,299192.9,5043813.48,2017,"à l'intérieur au 3e, remplacer dans le logement les enduits par du gyspe, les cabinets de cuisine et les appareils dans la salle de bain.  aucune modification à la configuration des pièces et aucun travaux de structure."
3001316937,3000670993,2017-06-21,2017-10-12,  155  boulevard De Maisonneuve Est,Ville-Marie,TR,Travaux intérieurs,Résidentiel,12 Logements +,"Aux blocs C-7 et B-9, remplacer sur tous les étages les cloisons intérieures sans modifier l'aménagement des logements, tels que plans approuvés. Aucuns travaux extérieurs.",0.0,-73.56466734371126,45.51351745495775,299747.44,5041512.89,2017,"aux blocs c-7 et b-9, remplacer sur tous les étages les cloisons intérieures sans modifier l'aménagement des logements, tels que plans approuvés. aucuns travaux extérieurs."
3001315476,3000664564,2017-06-16,2017-09-15, 2342  rue Joliette,Mercier - Hochelaga-Maisonneuve,TR,Agrandissement,Résidentiel,1 Logement,"RÉAMÉNAGEMENT DU RDC ET AJOUT D'UN 2E ÉTAGE À LA RÉSIDENCE CONTIGUE UNIFAMILIALE EXISTANTE, TEL QUE PLANS.",0.0,-73.55019640318136,45.54624580699518,300880.35,5045149.22,2017,"réaménagement du rdc et ajout d'un 2e étage à la résidence contigue unifamiliale existante, tel que plans."
3001323202,3000671378,2017-07-17,2017-10-13,  527  2e Avenue,Rivière-des-Prairies - Pointe-aux-Trembles,TR,Transformation,Résidentiel,3 Logements,"AMÉNAGER UN 3E LOGEMENT AU SOUS-SOL;  MODIFIER LES OUVERTURES;  CONSTRUIRE UNE COUR ANGLAISE EN FAÇADE; AJOUTER LE NUMÉRO MUNICIPALE 525, 2E AVENUE.",1.0,-73.49385714221245,45.63472337958763,305278.92,5054980.72,2017,"aménager un 3e logement au sous-sol;  modifier les ouvertures;  construire une cour anglaise en façade; ajouter le numéro municipale 525, 2e avenue."
3001341015,3000697275,2017-09-21,2018-02-01, 4315  avenue de Courtrai,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Résidentiel,5 à 11 Logements ,"BÂTIMENT D'HABITATION JUMELÉ, 24 LOGEMENTS, 4 ÉTAGES HORS SOL, 1 ÉTAGE EN SOUS-SOL COMPRENANT 10 UNITÉS DE STATIONNEMENT INTÉRIEURES. STATIONNEMENT EXTÉRIEUR DANS COUR ARRIÈRE DE 4 UNITÉS.)",0.0,-73.64346759732746,45.50027078075797,293588.03,5040048.76,2018,"bâtiment d'habitation jumelé, 24 logements, 4 étages hors sol, 1 étage en sous-sol comprenant 10 unités de stationnement intérieures. stationnement extérieur dans cour arrière de 4 unités.)"
3001349774,3000714757,2017-10-19,2018-04-12,12364  rue Olivier,Ahuntsic - Cartierville,TR,Transformation,Résidentiel,1 Logement,"Ajouter 1 étage + une construction hors-toit. À l'arrière, agrandir de 5.5m x 7.6m pour une véranda, réaménager le sous-sol et le rez-de-chaussée. Ajouter une unité de stationnement intérieure, élargir la voie d'accès en pente.",0.0,-73.7334668836609,45.5260165581118,286562.91,5042926.41,2018,"ajouter 1 étage + une construction hors-toit. à l'arrière, agrandir de 5.5m x 7.6m pour une véranda, réaménager le sous-sol et le rez-de-chaussée. ajouter une unité de stationnement intérieure, élargir la voie d'accès en pente."
3001338471,3000672792,2017-09-14,2017-10-19, 1125  Identification non-disponible,Ville-Marie,TR,Travaux d'agrandissement,Résidentiel,12 Logements +,Agrandir en aire de plancher en ajoutant un SS2 de ± 558 m² et aménager le SS1 et SS2 pour 33 unités de stationnement.  Au RC ajouter un escaliers menant au SS.  Tel que plans approuvés.,0.0,,,,,2017,agrandir en aire de plancher en ajoutant un ss2 de ± 558 m² et aménager le ss1 et ss2 pour 33 unités de stationnement.  au rc ajouter un escaliers menant au ss.  tel que plans approuvés.
3001356145,3000683740,2017-11-08,2017-12-05, 2520  avenue Van Horne,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Résidentiel,12 Logements +,"SUITE AU PERMIS # 3000540747, EN COUR ARRIERE, AGRANDIR EN AIRE DE BATIMENT SUR 3 ÉTAGES ET SOUS-SOL. AJOUTER 10 LOGEMENTS ET 2 UNTÉS DE STATIONNEMENT INTERIEURES. 4 ARBRES REQUIS À MAINTENIR ET/OU À PLANTER SUR LE TERRAIN.",10.0,-73.62354533820817,45.510232810107006,295146.65,5041153.26,2017,"suite au permis # 3000540747, en cour arriere, agrandir en aire de batiment sur 3 étages et sous-sol. ajouter 10 logements et 2 untés de stationnement interieures. 4 arbres requis à maintenir et/ou à planter sur le terrain."
3001326594,3000670405,2017-07-31,2017-10-10, 8969  avenue De Chateaubriand,Ahuntsic - Cartierville,TR,Transformation,Résidentiel,4 Logements,"Sur la face arrière, procéder à la réfection de l'accès au sous-sol et de la véranda sur 2 étages.",0.0,-73.6417887233571,45.55043745175632,293729.07,5045623.6,2017,"sur la face arrière, procéder à la réfection de l'accès au sous-sol et de la véranda sur 2 étages."
3001325829,3000663619,2017-07-27,2017-09-11, 2880  rue Louis-Veuillot,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Résidentiel,3 Logements,"EN FAÇADE, CRÉER UNE COUR ANGLAISE POUR ACCÉDER AU NOUVEAU LOGEMENT AU SOUS-SOL. RÉAMÉNAGEMENT INTÉRIEUR AU SOUS-SOL, TEL QUE PLAN. CRÉATION DU NUMÉRO CIVIQUE #2878.",1.0,-73.54227142016063,45.57329884909764,301500.77,5048155.31,2017,"en façade, créer une cour anglaise pour accéder au nouveau logement au sous-sol. réaménagement intérieur au sous-sol, tel que plan. création du numéro civique #2878."
3001326052,3000656874,2017-07-28,2017-07-28, 6216  avenue Casgrain,Rosemont - La Petite-Patrie,TR,Transformation,Résidentiel,3 Logements,"À L'ARRIÈRE, RÉFECTION PARTIELLE DU MUR DE FONDATION. RENFORCER LA STRUCTURE DU PLANCHER DU REZ-DE-CHAUSSÉE EN DOUBLANT LES SOLIVES EXISTANTES ET EN REMPLACANT LA POUTRE CENTRALE AVEC NOUVELLES COLONNES ET EMPATTEMENTS. TEL QUE DOCUMENTS SOUMIS.",0.0,-73.60473355629333,45.52998379586679,296619.39,5043346.11,2017,"à l'arrière, réfection partielle du mur de fondation. renforcer la structure du plancher du rez-de-chaussée en doublant les solives existantes et en remplacant la poutre centrale avec nouvelles colonnes et empattements. tel que documents soumis."
3001318765,3000680955,2017-06-29,2017-11-23, 5255  avenue Beaconsfield,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Résidentiel,1 Logement,"En cour avant, remplacer le garde-corps gauche du perron. Au mur latéral, réfection complète du mur de maçonnerie de brique, format et couleurs similaires à l'existant. Remplacer les soffites du toit, même apparence en métal.",0.0,-73.64038214358716,45.47553976311308,293824.35,5037299.97,2017,"en cour avant, remplacer le garde-corps gauche du perron. au mur latéral, réfection complète du mur de maçonnerie de brique, format et couleurs similaires à l'existant. remplacer les soffites du toit, même apparence en métal."
3001346553,3000697393,2017-10-10,2018-02-01, 5217  Grand Boulevard,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Résidentiel,1 Logement,"En arrière, agrandir le bâtiment sur deux étages et ajouter une terrasse au rez-de-chaussée à moins de 1 mètre du niveau sol.",0.0,-73.6407076470371,45.47477513103062,293798.75,5037215.04,2018,"en arrière, agrandir le bâtiment sur deux étages et ajouter une terrasse au rez-de-chaussée à moins de 1 mètre du niveau sol."
3001345553,3000669393,2017-10-04,2017-10-04, 5906  rue Molson,Rosemont - La Petite-Patrie,TR,Transformation,Résidentiel,2 Logements,"SUR LE MUR LATÉRAL GAUCHE, RÉFECTION COMPLÈTE DU MUR DE MAÇONNERIE AVEC BRIQUE MODÈLE CHAMPLAIN FORMAT MÉTRIQUE. TEL QUE DOCUMENTS APPROUVÉS.",0.0,-73.58619632984663,45.54727275469555,298069.37,5045265.74,2017,"sur le mur latéral gauche, réfection complète du mur de maçonnerie avec brique modèle champlain format métrique. tel que documents approuvés."
3001336787,3000665249,2017-09-08,2017-09-19, 4050  boulevard Gouin Est,Montréal-Nord,TR,Transformation,Résidentiel,Bifamiliale,"Réfection du mur de briques côté latéral ouest (ventre de boeuf). Enlèvement des briques existantes, nettoyage des briques et réinstallation des mêmes briques.",0.0,-73.64467880141625,45.596795875401,293512.71,5050775.9,2017,"réfection du mur de briques côté latéral ouest (ventre de boeuf). enlèvement des briques existantes, nettoyage des briques et réinstallation des mêmes briques."
3001351006,3000678495,2017-10-24,2017-11-14, 9740  boulevard Gouin Est,Rivière-des-Prairies - Pointe-aux-Trembles,TR,Transformation,Résidentiel,1 Logement,"AGRANDISSEMENT ARRIERE DE 8 X 46 SUR UN ÉTAGES, REMPLACER MARQUISE AVANT.",0.0,-73.56933938756072,45.65972118210849,299396.45,5057761.13,2017,"agrandissement arriere de 8 x 46 sur un étages, remplacer marquise avant."
3001350963,3000673597,2017-10-24,2017-10-24, 2077  rue Aylwin,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Résidentiel,2 Logements,RÉFECTION DES ENDUITS MURAUX (GYPSE) SUR LES 2 NIVEAUX. AUCUN RÉAMÉNAGEMENT INTÉRIEUR.,0.0,-73.54671869450024,45.54491298076459,301151.83,5045000.94,2017,réfection des enduits muraux (gypse) sur les 2 niveaux. aucun réaménagement intérieur.
